Column1;Column10;SAMPLE TEXT 1
SHARKRODVOLUME_048;Don't place it.;SAMPLE TEXT 5498

SHARKRODVOLUME_556_M;A hook on a line. But you have no bait.;SAMPLE TEXT 5499

SHARKRODVOLUME_556_F;;SAMPLE TEXT 5500

GAINEPITAPHPIECE_706;It reads:;SAMPLE TEXT 5501

GHOULNPC_408;You found a piece of an epitaph...;SAMPLE TEXT 5502

GRIMORABOSSOPPONENT_139;All Your Cards;SAMPLE TEXT 5503

GRIMORABOSSOPPONENT_854;Grimora;SAMPLE TEXT 5504

GRIMORABATTLESEQUENCER_349;Accident;SAMPLE TEXT 5505

CARDPREVIEWPANEL_433;CAN'T BE SACRIFICED.;SAMPLE TEXT 5506

CARDPREVIEWPANEL_833;Also:;SAMPLE TEXT 5507

COLLECTIONUI_308;PAGE {0};SAMPLE TEXT 5508

OPTIONSUI_285;Low;SAMPLE TEXT 5509

OPTIONSUI_172;Medium;SAMPLE TEXT 5510

OPTIONSUI_016;High;SAMPLE TEXT 5511

OPTIONSUI_953;RESET SAVE DATA;SAMPLE TEXT 5512

OPTIONSUI_383;REALLY RESET IT;SAMPLE TEXT 5513

OPTIONSUI_885;ALL OF IT;SAMPLE TEXT 5514

OPTIONSUI_382;!DELETED!;SAMPLE TEXT 5515

PACKOPENINGUI_725;Deathly;SAMPLE TEXT 5516

PACKOPENINGUI_533;Beastly;SAMPLE TEXT 5517

PACKOPENINGUI_830;Techno;SAMPLE TEXT 5518

PACKOPENINGUI_369;Magical;SAMPLE TEXT 5519

PACKOPENINGUI_120;You received a {0} card pack!;SAMPLE TEXT 5520

SHOPUI_633;{0} Pack;SAMPLE TEXT 5521

SHOPUI_113;A pack containing 1 Rare and 2 Common {0} cards and 2 Common cards of any type.;SAMPLE TEXT 5522

SHOPUI_244_M;The card was added to your collection.;SAMPLE TEXT 5523

SHOPUI_244_F;;SAMPLE TEXT 5524

QUILLUIANIMATION_722;R.I.P. {0};SAMPLE TEXT 5525

QUILLUIANIMATION_285;Turn {0} to Turn {1};SAMPLE TEXT 5526

QUILLUIANIMATION_433;Death by {0};SAMPLE TEXT 5527

MENUCONTROLLER_470;Erase save data and start New Game?;SAMPLE TEXT 5528

TOTEMOPPONENT_028;Behold my totem. It inscribes my [c:bR]Canine[c:] cards with the [c:bR]Airborne[c:] sigil.;SAMPLE TEXT 5529

ROYALBOSSOPPONENT_321_M;Y'AARRRRR!;SAMPLE TEXT 5530

ROYALBOSSOPPONENT_321_F;;SAMPLE TEXT 5531

ANGLERBATTLESEQUENCER_742_M;Go fish.;SAMPLE TEXT 5532

ANGLERBATTLESEQUENCER_742_F;;SAMPLE TEXT 5533

PROSPECTORBATTLESEQUENCER_522_M;Git 'em!;SAMPLE TEXT 5534

PROSPECTORBATTLESEQUENCER_522_F;;SAMPLE TEXT 5535

PROSPECTORBOSSOPPONENT_049_M;THAR'S GOLD IN THEM CARDS!;SAMPLE TEXT 5536

PROSPECTORBOSSOPPONENT_049_F;;SAMPLE TEXT 5537

PROSPECTORBOSSOPPONENT_000_M;G-G-GOLD! I'VE STRUCK GOLD!;SAMPLE TEXT 5538

PROSPECTORBOSSOPPONENT_000_F;;SAMPLE TEXT 5539

PROSPECTORBOSSOPPONENT_526_M;N-... NO GOLD?;SAMPLE TEXT 5540

PROSPECTORBOSSOPPONENT_526_F;;SAMPLE TEXT 5541

COMPOSITERULEDISPLAYER_479;YOUR TURN STARTS;SAMPLE TEXT 5542

COMPOSITERULEDISPLAYER_171;YOU PLAY A CARD;SAMPLE TEXT 5543

COMPOSITERULEDISPLAYER_366;A CARD IS ATTACKED;SAMPLE TEXT 5544

COMPOSITERULEDISPLAYER_467;A CARD DIES;SAMPLE TEXT 5545

RULEEFFECTCLASSES_924;you make a new rule;SAMPLE TEXT 5546

RULEEFFECTCLASSES_356;you lose 1 life;SAMPLE TEXT 5547

RULEEFFECTCLASSES_236;I play a L33pB0t;SAMPLE TEXT 5548

RULEEFFECTCLASSES_258;a random card is played;SAMPLE TEXT 5549

RULEEFFECTCLASSES_951;a random card takes {0} damage;SAMPLE TEXT 5550

RULEEFFECTCLASSES_228;all cards take 1 damage;SAMPLE TEXT 5551

RULEEFFECTCLASSES_355;one of my cards gains Nano Armor;SAMPLE TEXT 5552

HINTSHANDLER_967_M;You do not have enough [c:dB]Energy[c:] to play that. At the start of each turn, your [c:dB]Max Energy[c:] increases, and your [c:dB]Energy[c:] is restored.;SAMPLE TEXT 5553

HINTSHANDLER_967_F;;SAMPLE TEXT 5554

HINTSHANDLER_352_M;You do not have the {0} Gem to play that. Gain Gems by playing Mox cards.;SAMPLE TEXT 5555

HINTSHANDLER_352_F;;SAMPLE TEXT 5556

HINTSHANDLER_715_M;You do not have enough [c:gray]Bones[c:] to play that. You gain a [c:gray]Bone[c:] when one of your creatures dies.;SAMPLE TEXT 5557

HINTSHANDLER_715_F;;SAMPLE TEXT 5558

HINTSHANDLER_789_M;There is no room to play that. But you may use the [c:gray]hammer[c:] to destroy your own creature and make space.;SAMPLE TEXT 5559

HINTSHANDLER_789_F;;SAMPLE TEXT 5560

HINTSHANDLER_990_M;You do not have enough [c:R]Blood[c:] to play that. Gain [c:R]Blood[c:] by sacrificing creatures.;SAMPLE TEXT 5561

HINTSHANDLER_990_F;;SAMPLE TEXT 5562

SANCTUMSCENESEQUENCER_815_M;Who gave you that?;SAMPLE TEXT 5563

SANCTUMSCENESEQUENCER_815_F;;SAMPLE TEXT 5564

SANCTUMSCENESEQUENCER_533_M;!DELETED!;SAMPLE TEXT 5565

SANCTUMSCENESEQUENCER_533_F;;SAMPLE TEXT 5566

SANCTUMSCENESEQUENCER_482_M;!DELETED!;SAMPLE TEXT 5567

SANCTUMSCENESEQUENCER_482_F;;SAMPLE TEXT 5568

SANCTUMSCENESEQUENCER_576_M;Hm. Where did I put that camera of mine?;SAMPLE TEXT 5569

SANCTUMSCENESEQUENCER_576_F;;SAMPLE TEXT 5570

SANCTUMSCENESEQUENCER_985_M;Pathetic. Do you really think I would leave film in there?;SAMPLE TEXT 5571

SANCTUMSCENESEQUENCER_985_F;;SAMPLE TEXT 5572

SANCTUMSCENESEQUENCER_734_M;Do you have any idea what that camera is capable of?;SAMPLE TEXT 5573

SANCTUMSCENESEQUENCER_734_F;;SAMPLE TEXT 5574

SANCTUMSCENESEQUENCER_310_M;Give me that.;SAMPLE TEXT 5575

SANCTUMSCENESEQUENCER_310_F;;SAMPLE TEXT 5576

SANCTUMSCENESEQUENCER_820_M;We have a memento to create.;SAMPLE TEXT 5577

SANCTUMSCENESEQUENCER_820_F;;SAMPLE TEXT 5578

TUTORIAL1BATTLESEQUENCER_693_M;Another challenger... It has been ages.;SAMPLE TEXT 5579

TUTORIAL1BATTLESEQUENCER_693_F;Another challenger... It has been ages.;SAMPLE TEXT 5580

TUTORIAL1BATTLESEQUENCER_596_M;Perhaps you have forgotten how this game is played.;SAMPLE TEXT 5581

TUTORIAL1BATTLESEQUENCER_596_F;;SAMPLE TEXT 5582

TUTORIAL1BATTLESEQUENCER_218_M;Allow me to remind you.;SAMPLE TEXT 5583

TUTORIAL1BATTLESEQUENCER_218_F;;SAMPLE TEXT 5584

TUTORIAL1BATTLESEQUENCER_866_M;Play the Squirrel card.;SAMPLE TEXT 5585

TUTORIAL1BATTLESEQUENCER_866_F;;SAMPLE TEXT 5586

TUTORIAL1BATTLESEQUENCER_633_M;It's your turn again.;SAMPLE TEXT 5587

TUTORIAL1BATTLESEQUENCER_633_F;;SAMPLE TEXT 5588

TUTORIAL1BATTLESEQUENCER_450_M;You may draw from your deck, or you may draw a Squirrel.;SAMPLE TEXT 5589

TUTORIAL1BATTLESEQUENCER_450_F;;SAMPLE TEXT 5590

TUTORIAL1BATTLESEQUENCER_113_M;You've drawn all the creatures from your deck. A Squirrel is your only choice.;SAMPLE TEXT 5591

TUTORIAL1BATTLESEQUENCER_113_F;;SAMPLE TEXT 5592

TUTORIAL1BATTLESEQUENCER_930_M;Again, the choice: a random card from your deck? Or the certainty of a Squirrel?;SAMPLE TEXT 5593

TUTORIAL1BATTLESEQUENCER_930_F;;SAMPLE TEXT 5594

TUTORIAL1BATTLESEQUENCER_451_M;A Squirrel in hand... or a card from the bush.;SAMPLE TEXT 5595

TUTORIAL1BATTLESEQUENCER_451_F;;SAMPLE TEXT 5596

TUTORIAL1BATTLESEQUENCER_954_M;How reckless of you.;SAMPLE TEXT 5597

TUTORIAL1BATTLESEQUENCER_954_F;;SAMPLE TEXT 5598

TUTORIAL1BATTLESEQUENCER_434_M;How dull.;SAMPLE TEXT 5599

TUTORIAL1BATTLESEQUENCER_434_F;;SAMPLE TEXT 5600

TUTORIAL1BATTLESEQUENCER_303_M;Now play your Stoat.;SAMPLE TEXT 5601

TUTORIAL1BATTLESEQUENCER_303_F;;SAMPLE TEXT 5602

TUTORIAL1BATTLESEQUENCER_771_M;Your Stoat stands unopposed.;SAMPLE TEXT 5603

TUTORIAL1BATTLESEQUENCER_771_F;;SAMPLE TEXT 5604

TUTORIAL1BATTLESEQUENCER_130_M;Your Stoat dealt me 1 damage. I added it to the scale.;SAMPLE TEXT 5605

TUTORIAL1BATTLESEQUENCER_130_F;;SAMPLE TEXT 5606

TUTORIAL1BATTLESEQUENCER_988_M;You win if you tip my side all the way down.;SAMPLE TEXT 5607

TUTORIAL1BATTLESEQUENCER_988_F;;SAMPLE TEXT 5608

TUTORIAL1BATTLESEQUENCER_693_M;Like this.;SAMPLE TEXT 5609

TUTORIAL1BATTLESEQUENCER_693_F;;SAMPLE TEXT 5610

TUTORIAL1BATTLESEQUENCER_595_M;You dealt 1 damage, so I put 1 weight on the scale.;SAMPLE TEXT 5611

TUTORIAL1BATTLESEQUENCER_595_F;;SAMPLE TEXT 5612

TUTORIAL1BATTLESEQUENCER_013_M;{0} damage dealt, {0} weights on the scale.;SAMPLE TEXT 5613

TUTORIAL1BATTLESEQUENCER_013_F;;SAMPLE TEXT 5614

TUTORIAL1BATTLESEQUENCER_331_M;My turn.;SAMPLE TEXT 5615

TUTORIAL1BATTLESEQUENCER_331_F;;SAMPLE TEXT 5616

TUTORIAL1BATTLESEQUENCER_591_M;Because you are learning I will pass.;SAMPLE TEXT 5617

TUTORIAL1BATTLESEQUENCER_591_F;;SAMPLE TEXT 5618

TUTORIAL1BATTLESEQUENCER_558_M;Pass.;SAMPLE TEXT 5619

TUTORIAL1BATTLESEQUENCER_558_F;;SAMPLE TEXT 5620

TUTORIAL1BATTLESEQUENCER_112_M;Your Stoat stands in the way of my Coyote.;SAMPLE TEXT 5621

TUTORIAL1BATTLESEQUENCER_112_F;;SAMPLE TEXT 5622

TUTORIAL1BATTLESEQUENCER_901_M;My Coyote dealt 2 damage to your Stoat.;SAMPLE TEXT 5623

TUTORIAL1BATTLESEQUENCER_901_F;;SAMPLE TEXT 5624

TUTORIAL1BATTLESEQUENCER_468_M;That means your Stoat's health is 2 less.;SAMPLE TEXT 5625

TUTORIAL1BATTLESEQUENCER_468_F;;SAMPLE TEXT 5626

TUTORIAL1BATTLESEQUENCER_044_M;If a creature's health reaches 0, it dies.;SAMPLE TEXT 5627

TUTORIAL1BATTLESEQUENCER_044_F;;SAMPLE TEXT 5628

TUTORIAL1BATTLESEQUENCER_338_M;You've won this match.;SAMPLE TEXT 5629

TUTORIAL1BATTLESEQUENCER_338_F;;SAMPLE TEXT 5630

TUTORIAL1BATTLESEQUENCER_023_M;They won't all be so easy.;SAMPLE TEXT 5631

TUTORIAL1BATTLESEQUENCER_023_F;;SAMPLE TEXT 5632

TUTORIAL1BATTLESEQUENCER_142_M;Let me recall your story...;SAMPLE TEXT 5633

TUTORIAL1BATTLESEQUENCER_142_F;;SAMPLE TEXT 5634

TUTORIAL1BATTLESEQUENCER_275_M;Oh, yes...;SAMPLE TEXT 5635

TUTORIAL1BATTLESEQUENCER_275_F;;SAMPLE TEXT 5636

TUTORIAL1BATTLESEQUENCER_256_M;Stoats cost 1 blood. Sacrifices must be made.;SAMPLE TEXT 5637

TUTORIAL1BATTLESEQUENCER_256_F;;SAMPLE TEXT 5638

TUTORIAL1BATTLESEQUENCER_078_M;An honorable death. Play the Stoat.;SAMPLE TEXT 5639

TUTORIAL1BATTLESEQUENCER_078_F;;SAMPLE TEXT 5640

TUTORIAL1BATTLESEQUENCER_641_M;Wolves require 2 sacrifices. You don't have enough.;SAMPLE TEXT 5641

TUTORIAL1BATTLESEQUENCER_641_F;;SAMPLE TEXT 5642

TUTORIAL1BATTLESEQUENCER_425_M;Ring the bell to end your turn... and commence combat.;SAMPLE TEXT 5643

TUTORIAL1BATTLESEQUENCER_425_F;;SAMPLE TEXT 5644

TUTORIAL2BATTLESEQUENCER_998_M;You were ambushed while crossing some rough terrain.;SAMPLE TEXT 5645

TUTORIAL2BATTLESEQUENCER_998_F;;SAMPLE TEXT 5646

TUTORIAL2BATTLESEQUENCER_878_M;You may now see my moves ahead of time.;SAMPLE TEXT 5647

TUTORIAL2BATTLESEQUENCER_878_F;;SAMPLE TEXT 5648

TUTORIAL2BATTLESEQUENCER_198_M;!DELETED!;SAMPLE TEXT 5649

TUTORIAL2BATTLESEQUENCER_198_F;;SAMPLE TEXT 5650

TUTORIAL2BATTLESEQUENCER_800_M;You prevailed... and trekked onwards past the now bloodied terrain.;SAMPLE TEXT 5651

TUTORIAL2BATTLESEQUENCER_800_F;;SAMPLE TEXT 5652

TUTORIAL2GAMEFLOWSEQUENCER_388_M;Oh...;SAMPLE TEXT 5653

TUTORIAL2GAMEFLOWSEQUENCER_388_F;;SAMPLE TEXT 5654

TUTORIAL2GAMEFLOWSEQUENCER_632_M;I forgot your [c:bR]figurine[c:].;SAMPLE TEXT 5655

TUTORIAL2GAMEFLOWSEQUENCER_632_F;;SAMPLE TEXT 5656

TUTORIAL2GAMEFLOWSEQUENCER_447_M;Get up and fetch it for me.;SAMPLE TEXT 5657

TUTORIAL2GAMEFLOWSEQUENCER_447_F;;SAMPLE TEXT 5658

TUTORIAL2GAMEFLOWSEQUENCER_146_M;It's beside the safe.;SAMPLE TEXT 5659

TUTORIAL2GAMEFLOWSEQUENCER_146_F;;SAMPLE TEXT 5660

TUTORIAL2GAMEFLOWSEQUENCER_032_M;The figurine is beside the safe.;SAMPLE TEXT 5661

TUTORIAL2GAMEFLOWSEQUENCER_032_F;;SAMPLE TEXT 5662

TUTORIAL2GAMEFLOWSEQUENCER_029_M;Bring the figurine.;SAMPLE TEXT 5663

TUTORIAL2GAMEFLOWSEQUENCER_029_F;;SAMPLE TEXT 5664

TUTORIAL2GAMEFLOWSEQUENCER_343_M;Let us continue.;SAMPLE TEXT 5665

TUTORIAL2GAMEFLOWSEQUENCER_343_F;;SAMPLE TEXT 5666

TUTORIAL3BATTLESEQUENCER_675_M;You're {0} damage away from winning...;SAMPLE TEXT 5667

TUTORIAL3BATTLESEQUENCER_675_F;;SAMPLE TEXT 5668

TUTORIAL3BATTLESEQUENCER_952_M;Impressive. You may yet survive this ordeal.;SAMPLE TEXT 5669

TUTORIAL3BATTLESEQUENCER_952_F;;SAMPLE TEXT 5670

TUTORIAL3BATTLESEQUENCER_517_M;Knock on wood.;SAMPLE TEXT 5671

TUTORIAL3BATTLESEQUENCER_517_F;;SAMPLE TEXT 5672

TUTORIALBASEBATTLESEQUENCER_543_M;The [c:bR]{0}[c:] demands [c:bR]{1}[c:] sacrifices.;SAMPLE TEXT 5673

TUTORIALBASEBATTLESEQUENCER_543_F;;SAMPLE TEXT 5674

TUTORIALBONESBATTLESEQUENCER_588_M;Here we go again.;SAMPLE TEXT 5675

TUTORIALBONESBATTLESEQUENCER_588_F;;SAMPLE TEXT 5676

TUTORIALBONESBATTLESEQUENCER_403_M;Another Challenger.;SAMPLE TEXT 5677

TUTORIALBONESBATTLESEQUENCER_403_F;Another Challenger.;SAMPLE TEXT 5678

TUTORIALBONESBATTLESEQUENCER_885_M;Perhaps it is time...;SAMPLE TEXT 5679

TUTORIALBONESBATTLESEQUENCER_885_F;;SAMPLE TEXT 5680

TUTORIALBONESBATTLESEQUENCER_433_M;Perhaps you can understand [c:bR]bones[c:].;SAMPLE TEXT 5681

TUTORIALBONESBATTLESEQUENCER_433_F;;SAMPLE TEXT 5682

TUTORIALBONESBATTLESEQUENCER_591_M;The resourceful [c:bR]Opossum[c:] costs [c:bR]2 bones[c:].;SAMPLE TEXT 5683

TUTORIALBONESBATTLESEQUENCER_591_F;;SAMPLE TEXT 5684

TUTORIALBONESBATTLESEQUENCER_737_M;You gain a [c:bR]bone[c:] when one of your creatures perishes. For any reason.;SAMPLE TEXT 5685

TUTORIALBONESBATTLESEQUENCER_737_F;;SAMPLE TEXT 5686

TUTORIALGAMEFLOWSEQUENCER_228_M;You were lost deep in the forest...;SAMPLE TEXT 5687

TUTORIALGAMEFLOWSEQUENCER_228_F;;SAMPLE TEXT 5688

TUTORIALGAMEFLOWSEQUENCER_816_M;A single path revealed itself.;SAMPLE TEXT 5689

TUTORIALGAMEFLOWSEQUENCER_816_F;;SAMPLE TEXT 5690

TUTORIALGAMEFLOWSEQUENCER_520_M;Some of the creatures of the forest seemed willing to follow you.;SAMPLE TEXT 5691

TUTORIALGAMEFLOWSEQUENCER_520_F;;SAMPLE TEXT 5692

TUTORIALGAMEFLOWSEQUENCER_422_M;Two denizens of the forest approached you tentatively.;SAMPLE TEXT 5693

TUTORIALGAMEFLOWSEQUENCER_422_F;;SAMPLE TEXT 5694

TUTORIALGAMEFLOWSEQUENCER_637_M;You came across an abandoned sack...;SAMPLE TEXT 5695

TUTORIALGAMEFLOWSEQUENCER_637_F;;SAMPLE TEXT 5696

TUTORIALGAMEFLOWSEQUENCER_818_M;You've lost.;SAMPLE TEXT 5697

TUTORIALGAMEFLOWSEQUENCER_818_F;;SAMPLE TEXT 5698

TUTORIALGAMEFLOWSEQUENCER_364_M;Using this as a learning opportunity may be the only way to mitigate my disappointment...;SAMPLE TEXT 5699

TUTORIALGAMEFLOWSEQUENCER_364_F;;SAMPLE TEXT 5700

TUTORIALGAMEFLOWSEQUENCER_333_M;Get up.;SAMPLE TEXT 5701

TUTORIALGAMEFLOWSEQUENCER_333_F;;SAMPLE TEXT 5702

TUTORIALGAMEFLOWSEQUENCER_661_M;Get up from the table.;SAMPLE TEXT 5703

TUTORIALGAMEFLOWSEQUENCER_661_F;;SAMPLE TEXT 5704

TUTORIALGAMEFLOWSEQUENCER_438_M;Fetch me the [c:bR]candlestick[c:] from atop the barrel beside the door.;SAMPLE TEXT 5705

TUTORIALGAMEFLOWSEQUENCER_438_F;;SAMPLE TEXT 5706

TUTORIALGAMEFLOWSEQUENCER_430_M;The [c:bR]candlestick[c:]... from atop the barrel.;SAMPLE TEXT 5707

TUTORIALGAMEFLOWSEQUENCER_430_F;;SAMPLE TEXT 5708

TUTORIALGAMEFLOWSEQUENCER_041_M;Bring it here.;SAMPLE TEXT 5709

TUTORIALGAMEFLOWSEQUENCER_041_F;;SAMPLE TEXT 5710

TUTORIALGAMEFLOWSEQUENCER_187_M;Now sit back down.;SAMPLE TEXT 5711

TUTORIALGAMEFLOWSEQUENCER_187_F;;SAMPLE TEXT 5712

TUTORIALGAMEFLOWSEQUENCER_697_M;Let me explain something to you.;SAMPLE TEXT 5713

TUTORIALGAMEFLOWSEQUENCER_697_F;;SAMPLE TEXT 5714

ACTIVATEDDEALDAMAGE_RULEBOOKNAME_822;Energy Gun;SAMPLE TEXT 5715

ACTIVATEDDEALDAMAGE_RULEBOOKDESCRIPTION_038;Pay 1 Energy to deal 1 damage to the creature across from [creature].;SAMPLE TEXT 5716

ACTIVATEDDEALDAMAGE_TRIGGERTEXT_596_M;[creature] fires off a shot!;SAMPLE TEXT 5717

ACTIVATEDDEALDAMAGE_TRIGGERTEXT_596_F;;SAMPLE TEXT 5718

ACTIVATEDDRAWSKELETON_RULEBOOKNAME_600;Disentomb;SAMPLE TEXT 5719

ACTIVATEDDRAWSKELETON_RULEBOOKDESCRIPTION_506;Pay 1 Bone to create a Skeleton in your hand.;SAMPLE TEXT 5720

ACTIVATEDDRAWSKELETON_TRIGGERTEXT_137_M;[creature] exhumes a Skeleton!;SAMPLE TEXT 5721

ACTIVATEDDRAWSKELETON_TRIGGERTEXT_137_F;;SAMPLE TEXT 5722

ACTIVATEDHEAL_RULEBOOKNAME_429;Marrow Sucker;SAMPLE TEXT 5723

ACTIVATEDHEAL_RULEBOOKDESCRIPTION_196;Pay 2 Bones to heal [creature].;SAMPLE TEXT 5724

ACTIVATEDHEAL_TRIGGERTEXT_013_M;[creature] sucks the marrow from bones to heal!;SAMPLE TEXT 5725

ACTIVATEDHEAL_TRIGGERTEXT_013_F;;SAMPLE TEXT 5726

ACTIVATEDRANDOMPOWERENERGY_RULEBOOKNAME_909;Power Dice;SAMPLE TEXT 5727

ACTIVATEDRANDOMPOWERENERGY_RULEBOOKDESCRIPTION_755;Pay 1 Energy to set the power of [creature] randomly between 1 and 6.;SAMPLE TEXT 5728

ACTIVATEDRANDOMPOWERENERGY_TRIGGERTEXT_293_M;[creature] rolls the dice...;SAMPLE TEXT 5729

ACTIVATEDRANDOMPOWERENERGY_TRIGGERTEXT_293_F;;SAMPLE TEXT 5730

ACTIVATEDSACRIFICEDRAWCARDS_RULEBOOKNAME_419;True Scholar;SAMPLE TEXT 5731

ACTIVATEDSACRIFICEDRAWCARDS_RULEBOOKDESCRIPTION_333;If you have a Blue gem, sacrifice [creature] to draw 3 cards.;SAMPLE TEXT 5732

ACTIVATEDSACRIFICEDRAWCARDS_TRIGGERTEXT_245_M;[creature] sacrifices itself for 3 cards!;SAMPLE TEXT 5733

ACTIVATEDSACRIFICEDRAWCARDS_TRIGGERTEXT_245_F;;SAMPLE TEXT 5734

ACTIVATEDSTATSUP_RULEBOOKNAME_305;Enlarge;SAMPLE TEXT 5735

ACTIVATEDSTATSUP_RULEBOOKDESCRIPTION_929;Pay 2 Bones to increase the power and health of [creature] by 1.;SAMPLE TEXT 5736

ACTIVATEDSTATSUP_TRIGGERTEXT_928_M;[creature] grows stronger...;SAMPLE TEXT 5737

ACTIVATEDSTATSUP_TRIGGERTEXT_928_F;;SAMPLE TEXT 5738

ACTIVATEDSTATSUPENERGY_RULEBOOKNAME_019;Stimulate;SAMPLE TEXT 5739

ACTIVATEDSTATSUPENERGY_RULEBOOKDESCRIPTION_496;Pay 3 Energy to increase the power and health of [creature] by 1.;SAMPLE TEXT 5740

BOMBSPAWNER_RULEBOOKNAME_630;Bomb Spewer;SAMPLE TEXT 5741

BOMBSPAWNER_RULEBOOKDESCRIPTION_783;When [creature] is played, fill all empty spaces with Explode Bots.;SAMPLE TEXT 5742

BOMBSPAWNER_TRIGGERTEXT_213_M;[creature] drops bombs all over the place!;SAMPLE TEXT 5743

BOMBSPAWNER_TRIGGERTEXT_213_F;;SAMPLE TEXT 5744

BONEDIGGER_RULEBOOKNAME_188;Bone Digger;SAMPLE TEXT 5745

BONEDIGGER_RULEBOOKDESCRIPTION_220;At the end of the owner's turn, [creature] will generate 1 Bone.;SAMPLE TEXT 5746

BONEDIGGER_TRIGGERTEXT_101_M;[creature] digs up a bone!;SAMPLE TEXT 5747

BONEDIGGER_TRIGGERTEXT_101_F;;SAMPLE TEXT 5748

BRITTLE_RULEBOOKNAME_456;Brittle;SAMPLE TEXT 5749

BRITTLE_RULEBOOKDESCRIPTION_950;After attacking, [creature] perishes.;SAMPLE TEXT 5750

BRITTLE_TRIGGERTEXT_279_M;[creature] collapses into a pile of bones!;SAMPLE TEXT 5751

BRITTLE_TRIGGERTEXT_279_F;;SAMPLE TEXT 5752

BUFFGEMS_RULEBOOKNAME_713;Gem Animator;SAMPLE TEXT 5753

BUFFGEMS_RULEBOOKDESCRIPTION_649;Mox cards on the owner's side of the board gain 1 power.;SAMPLE TEXT 5754

CONDUITBUFFATTACK_RULEBOOKNAME_250;Attack Conduit;SAMPLE TEXT 5755

CONDUITBUFFATTACK_RULEBOOKDESCRIPTION_470;Other creatures within a circuit completed by [creature] gain 1 power.;SAMPLE TEXT 5756

CONDUITENERGY_RULEBOOKNAME_961;Energy Conduit;SAMPLE TEXT 5757

CONDUITENERGY_RULEBOOKDESCRIPTION_875;If [creature] is part of a completed circuit, your Energy never depletes.;SAMPLE TEXT 5758

CONDUITENERGY_TRIGGERTEXT_197_M;[creature] keeps your Energy charged.;SAMPLE TEXT 5759

CONDUITENERGY_TRIGGERTEXT_197_F;;SAMPLE TEXT 5760

CONDUITFACTORY_RULEBOOKNAME_826;Spawn Conduit;SAMPLE TEXT 5761

CONDUITFACTORY_RULEBOOKDESCRIPTION_971;Empty spaces within a circuit completed by [creature] spawn L33pB0ts at the end of the owner's turn.;SAMPLE TEXT 5762

CONDUITFACTORY_TRIGGERTEXT_916_M;[creature] constructs L33pB0ts in the charged space!;SAMPLE TEXT 5763

CONDUITFACTORY_TRIGGERTEXT_916_F;;SAMPLE TEXT 5764

CONDUITHEAL_RULEBOOKNAME_873;Healing Conduit;SAMPLE TEXT 5765

CONDUITHEAL_RULEBOOKDESCRIPTION_761;Other creatures within a circuit completed by [creature] are healed at the end of the owner's turn.;SAMPLE TEXT 5766

CONDUITHEAL_TRIGGERTEXT_674_M;[creature] heals the creatures in the charged space!;SAMPLE TEXT 5767

CONDUITHEAL_TRIGGERTEXT_674_F;;SAMPLE TEXT 5768

CONDUITNULL_RULEBOOKNAME_346;Null Conduit;SAMPLE TEXT 5769

CONDUITNULL_RULEBOOKDESCRIPTION_984;[creature] may complete a circuit, but provides no effect.;SAMPLE TEXT 5770

DOUBLEDEATH_RULEBOOKNAME_567;Handy;SAMPLE TEXT 5771

DOUBLEDEATH_RULEBOOKDESCRIPTION_546;When another creature you own dies, it is returned to life and dies again immediately.;SAMPLE TEXT 5772

DOUBLEDEATH_TRIGGERTEXT_565_M;[creature] raises the corpse from the dead! Then lets it die once more.;SAMPLE TEXT 5773

DOUBLEDEATH_TRIGGERTEXT_565_F;;SAMPLE TEXT 5774

DRAWNEWHAND_RULEBOOKDESCRIPTION_782;When [creature] is played, discard your hand then draw a new hand of 4 cards.;SAMPLE TEXT 5775

DRAWNEWHAND_TRIGGERTEXT_790_M;[creature] destroys your hand... and draws a new one!;SAMPLE TEXT 5776

DRAWNEWHAND_TRIGGERTEXT_790_F;;SAMPLE TEXT 5777

DROPRUBYONDEATH_RULEBOOKNAME_250;Ruby Heart;SAMPLE TEXT 5778

DROPRUBYONDEATH_RULEBOOKDESCRIPTION_569;When [creature] perishes, a Ruby Mox is created in its place.;SAMPLE TEXT 5779

DROPRUBYONDEATH_TRIGGERTEXT_229_M;[creature] leaves a Ruby Mox in its place!;SAMPLE TEXT 5780

DROPRUBYONDEATH_TRIGGERTEXT_229_F;;SAMPLE TEXT 5781

EXPLODEONDEATH_RULEBOOKNAME_257;Detonator;SAMPLE TEXT 5782

EXPLODEONDEATH_RULEBOOKDESCRIPTION_032;When [creature] dies, the creature opposing it, as well as adjacent friendly creatures, are dealt 10 damage.;SAMPLE TEXT 5783

EXPLODEONDEATH_TRIGGERTEXT_829_M;[creature] detonates! Adjacent creatures are killed in the blast.;SAMPLE TEXT 5784

